Term Tested,District Name,School Name,Instructor Name,Class Name,Student ID,Student Last Name,Student First Name,Student Grade,Subject,Course,Test Name,Date Tested,Duration,Test RIT Score,Standard Error,Test Percentile,Percent Rapid Guessed,Lexile,Quantile,Instructional Area 1 Name,Instructional Area 1 RIT,Instructional Area 1 StdErr,Instructional Area 2 Name,Instructional Area 2 RIT,Instructional Area 2 StdErr,Instructional Area 3 Name,Instructional Area 3 RIT,Instructional Area 3 StdErr,Instructional Area 4 Name,Instructional Area 4 RIT,Instructional Area 4 StdErr,Instructional Area 5 Name,Instructional Area 5 RIT,Instructional Area 5 StdErr
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250075,Siddiqui,Zara,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,42,217,3.3,62,0,880L,,Literary Text: Key Ideas and Details,203,7.5,"Literary Text: Language, Craft, and Structure",226,7.2,Informational Text: Key Ideas and Details,224,7.1,"Informational Text: Language, Craft, and Structure",218,7.2,Vocabulary: Acquisition and Use,212,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250074,Sokolov,Ilya,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,52,184,3.2,5,0,335L,,Literary Text: Key Ideas and Details,179,7.0,"Literary Text: Language, Craft, and Structure",192,7.5,Informational Text: Key Ideas and Details,172,7.4,"Informational Text: Language, Craft, and Structure",193,7.7,Vocabulary: Acquisition and Use,189,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250083,Walsh,Liam,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,42,227,3.0,81,0,1045L,,Literary Text: Key Ideas and Details,221,7.2,"Literary Text: Language, Craft, and Structure",222,7.8,Informational Text: Key Ideas and Details,226,7.4,"Informational Text: Language, Craft, and Structure",228,7.5,Vocabulary: Acquisition and Use,236,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250085,Wong,Jun,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,52,215,3.2,57,0,850L,,Literary Text: Key Ideas and Details,205,7.0,"Literary Text: Language, Craft, and Structure",218,7.5,Informational Text: Key Ideas and Details,218,7.2,"Informational Text: Language, Craft, and Structure",224,7.6,Vocabulary: Acquisition and Use,208,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250078,Adeyemi,Ayo,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,39,205,2.9,38,0,,,"Writing: Write, Revise Texts for Purpose and Audience",204,5.8,"Language: Understand, Edit for Grammar, Usage",215,6.3,"Language: Understand, Edit for Mechanics",199,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250080,Aliyev,Arman,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,57,185,3.2,6,1,,,"Writing: Write, Revise Texts for Purpose and Audience",185,6.0,"Language: Understand, Edit for Grammar, Usage",183,6.0,"Language: Understand, Edit for Mechanics",188,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250070,Barakat,Hadi,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,44,221,3.0,75,3,,,"Writing: Write, Revise Texts for Purpose and Audience",220,5.9,"Language: Understand, Edit for Grammar, Usage",228,6.5,"Language: Understand, Edit for Mechanics",218,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250089,Berg,Tobias,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,40,212,3.1,55,0,,,"Writing: Write, Revise Texts for Purpose and Audience",210,6.1,"Language: Understand, Edit for Grammar, Usage",212,6.4,"Language: Understand, Edit for Mechanics",214,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250077,Costa,Isabela,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,46,231,3.2,91,0,,,"Writing: Write, Revise Texts for Purpose and Audience",232,6.2,"Language: Understand, Edit for Grammar, Usage",237,6.6,"Language: Understand, Edit for Mechanics",224,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250073,Diallo,Fatou,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,43,207,3.2,43,2,,,"Writing: Write, Revise Texts for Purpose and Audience",213,6.3,"Language: Understand, Edit for Grammar, Usage",207,6.2,"Language: Understand, Edit for Mechanics",200,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250090,Haddad,Samira,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,60,187,3.2,8,0,,,"Writing: Write, Revise Texts for Purpose and Audience",191,6.5,"Language: Understand, Edit for Grammar, Usage",192,6.0,"Language: Understand, Edit for Mechanics",179,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250082,Ivanova,Anya,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,45,211,3.0,52,0,,,"Writing: Write, Revise Texts for Purpose and Audience",207,6.5,"Language: Understand, Edit for Grammar, Usage",215,6.2,"Language: Understand, Edit for Mechanics",212,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250084,Jaber,Reem,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,41,241,3.1,97,4,,,"Writing: Write, Revise Texts for Purpose and Audience",246,6.4,"Language: Understand, Edit for Grammar, Usage",245,6.1,"Language: Understand, Edit for Mechanics",233,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250081,Joshi,Saanvi,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,33,196,3.2,19,7,,,"Writing: Write, Revise Texts for Purpose and Audience",200,6.4,"Language: Understand, Edit for Grammar, Usage",190,6.3,"Language: Understand, Edit for Mechanics",201,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250076,Lee,Ji-ho,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,38,218,3.1,69,0,,,"Writing: Write, Revise Texts for Purpose and Audience",225,6.5,"Language: Understand, Edit for Grammar, Usage",224,6.5,"Language: Understand, Edit for Mechanics",203,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250086,Okoro,Grace,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,61,224,3.1,81,2,,,"Writing: Write, Revise Texts for Purpose and Audience",228,6.1,"Language: Understand, Edit for Grammar, Usage",223,6.1,"Language: Understand, Edit for Mechanics",220,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250087,Othman,Faisal,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,52,231,3.2,91,0,,,"Writing: Write, Revise Texts for Purpose and Audience",225,6.0,"Language: Understand, Edit for Grammar, Usage",231,6.1,"Language: Understand, Edit for Mechanics",233,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250071,Pillai,Meera,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,46,220,3.2,73,3,,,"Writing: Write, Revise Texts for Purpose and Audience",214,6.3,"Language: Understand, Edit for Grammar, Usage",219,6.0,"Language: Understand, Edit for Mechanics",228,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250072,Ramírez,Mateo,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,57,213,3.1,57,0,,,"Writing: Write, Revise Texts for Purpose and Audience",197,5.9,"Language: Understand, Edit for Grammar, Usage",229,5.9,"Language: Understand, Edit for Mechanics",212,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250088,Rao,Aditi,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,34,201,3.2,29,7,,,"Writing: Write, Revise Texts for Purpose and Audience",196,6.5,"Language: Understand, Edit for Grammar, Usage",197,6.1,"Language: Understand, Edit for Mechanics",209,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250079,Sabbagh,Lina,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,33,211,2.9,52,0,,,"Writing: Write, Revise Texts for Purpose and Audience",196,6.2,"Language: Understand, Edit for Grammar, Usage",212,5.9,"Language: Understand, Edit for Mechanics",225,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250075,Siddiqui,Zara,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,35,238,3.1,96,0,,,"Writing: Write, Revise Texts for Purpose and Audience",228,6.3,"Language: Understand, Edit for Grammar, Usage",247,6.3,"Language: Understand, Edit for Mechanics",238,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250074,Sokolov,Ilya,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,45,201,3.0,29,6,,,"Writing: Write, Revise Texts for Purpose and Audience",194,5.8,"Language: Understand, Edit for Grammar, Usage",210,6.3,"Language: Understand, Edit for Mechanics",199,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250083,Walsh,Liam,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,36,213,3.2,57,0,,,"Writing: Write, Revise Texts for Purpose and Audience",213,6.1,"Language: Understand, Edit for Grammar, Usage",214,5.8,"Language: Understand, Edit for Mechanics",211,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250085,Wong,Jun,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,44,214,3.0,60,0,,,"Writing: Write, Revise Texts for Purpose and Audience",224,6.5,"Language: Understand, Edit for Grammar, Usage",209,6.0,"Language: Understand, Edit for Mechanics",209,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250078,Adeyemi,Ayo,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,51,236,3.2,81,7,,1105Q,Operations and Algebraic Thinking,235,6.6,The Real and Complex Number Systems,240,6.3,Geometry,223,6.9,Statistics and Probability,241,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250080,Aliyev,Arman,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,65,209,2.9,27,0,,700Q,Operations and Algebraic Thinking,221,6.5,The Real and Complex Number Systems,220,6.6,Geometry,199,6.5,Statistics and Probability,197,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250070,Barakat,Hadi,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,49,239,3.2,85,0,,1150Q,Operations and Algebraic Thinking,235,6.5,The Real and Complex Number Systems,244,6.8,Geometry,234,6.4,Statistics and Probability,245,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250089,Berg,Tobias,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,51,214,3.0,37,5,,775Q,Operations and Algebraic Thinking,217,6.2,The Real and Complex Number Systems,219,6.4,Geometry,206,6.8,Statistics and Probability,212,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250077,Costa,Isabela,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,68,252,3.2,96,4,,1345Q,Operations and Algebraic Thinking,261,6.4,The Real and Complex Number Systems,253,6.8,Geometry,254,6.8,Statistics and Probability,241,6.3,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250073,Diallo,Fatou,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,56,209,3.1,27,3,,700Q,Operations and Algebraic Thinking,199,6.8,The Real and Complex Number Systems,226,6.8,Geometry,208,6.3,Statistics and Probability,205,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250090,Haddad,Samira,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,62,182,3.3,2,0,,295Q,Operations and Algebraic Thinking,181,7.0,The Real and Complex Number Systems,181,6.6,Geometry,190,6.5,Statistics and Probability,172,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250082,Ivanova,Anya,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,64,214,3.0,37,3,,775Q,Operations and Algebraic Thinking,222,7.0,The Real and Complex Number Systems,210,6.5,Geometry,213,6.5,Statistics and Probability,210,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250084,Jaber,Reem,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,48,261,3.3,99,0,,1480Q,Operations and Algebraic Thinking,265,6.6,The Real and Complex Number Systems,267,6.2,Geometry,249,6.8,Statistics and Probability,265,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250081,Joshi,Saanvi,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,42,225,2.9,61,0,,940Q,Operations and Algebraic Thinking,224,6.8,The Real and Complex Number Systems,217,6.3,Geometry,228,7.0,Statistics and Probability,230,6.8,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250076,Lee,Ji-ho,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,50,219,3.0,48,0,,850Q,Operations and Algebraic Thinking,221,6.5,The Real and Complex Number Systems,227,6.8,Geometry,216,6.6,Statistics and Probability,213,6.7,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250086,Okoro,Grace,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,77,225,3.1,61,8,,940Q,Operations and Algebraic Thinking,240,6.4,The Real and Complex Number Systems,215,6.4,Geometry,212,6.3,Statistics and Probability,230,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250087,Othman,Faisal,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,64,236,3.3,81,1,,1105Q,Operations and Algebraic Thinking,241,6.4,The Real and Complex Number Systems,236,6.6,Geometry,232,6.4,Statistics and Probability,235,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250071,Pillai,Meera,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,50,228,3.1,67,0,,985Q,Operations and Algebraic Thinking,229,6.4,The Real and Complex Number Systems,240,6.5,Geometry,224,6.5,Statistics and Probability,219,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250072,Ramírez,Mateo,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,70,238,3.1,84,4,,1135Q,Operations and Algebraic Thinking,234,6.5,The Real and Complex Number Systems,252,6.8,Geometry,235,6.6,Statistics and Probability,235,6.2,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250088,Rao,Aditi,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,41,200,2.9,13,0,,565Q,Operations and Algebraic Thinking,203,6.6,The Real and Complex Number Systems,200,6.3,Geometry,205,6.7,Statistics and Probability,191,6.8,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250079,Sabbagh,Lina,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,47,248,3.2,94,0,,1285Q,Operations and Algebraic Thinking,255,6.5,The Real and Complex Number Systems,248,6.9,Geometry,250,6.9,Statistics and Probability,240,6.7,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250075,Siddiqui,Zara,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,41,244,3.2,91,0,,1225Q,Operations and Algebraic Thinking,240,7.0,The Real and Complex Number Systems,250,6.8,Geometry,248,6.8,Statistics and Probability,236,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250074,Sokolov,Ilya,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,59,222,2.8,54,0,,895Q,Operations and Algebraic Thinking,222,6.5,The Real and Complex Number Systems,225,6.6,Geometry,219,6.8,Statistics and Probability,223,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250083,Walsh,Liam,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,44,219,2.8,48,0,,850Q,Operations and Algebraic Thinking,219,6.3,The Real and Complex Number Systems,218,6.3,Geometry,219,6.5,Statistics and Probability,217,6.7,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250085,Wong,Jun,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,55,205,3.3,20,0,,640Q,Operations and Algebraic Thinking,210,6.7,The Real and Complex Number Systems,208,6.6,Geometry,200,6.4,Statistics and Probability,205,6.3,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250078,Adeyemi,Ayo,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,36,225,3.2,90,2,,,Life Science,230,6.5,Earth and Space Science,221,6.7,Physical Science,223,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250080,Aliyev,Arman,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,50,207,3.0,50,4,,,Life Science,213,6.2,Earth and Space Science,202,6.0,Physical Science,206,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250070,Barakat,Hadi,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,37,219,3.1,80,1,,,Life Science,219,6.2,Earth and Space Science,227,6.2,Physical Science,211,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250089,Berg,Tobias,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,40,186,3.3,7,1,,,Life Science,184,6.6,Earth and Space Science,182,6.3,Physical Science,191,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250077,Costa,Isabela,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,40,219,2.9,80,1,,,Life Science,220,6.2,Earth and Space Science,205,6.0,Physical Science,228,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250073,Diallo,Fatou,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,43,205,3.3,44,1,,,Life Science,199,6.4,Earth and Space Science,205,6.1,Physical Science,213,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250090,Haddad,Samira,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,52,170,3.4,1,0,,,Life Science,168,6.8,Earth and Space Science,172,6.2,Physical Science,172,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250082,Ivanova,Anya,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,49,196,3.0,22,0,,,Life Science,187,6.3,Earth and Space Science,208,6.4,Physical Science,193,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250084,Jaber,Reem,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,37,223,3.1,87,0,,,Life Science,223,6.5,Earth and Space Science,230,6.5,Physical Science,217,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250081,Joshi,Saanvi,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,29,213,3.1,67,3,,,Life Science,206,6.0,Earth and Space Science,212,6.3,Physical Science,219,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250076,Lee,Ji-ho,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,31,215,3.1,72,0,,,Life Science,214,6.5,Earth and Space Science,212,6.6,Physical Science,214,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250086,Okoro,Grace,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,58,211,2.8,61,0,,,Life Science,201,6.2,Earth and Space Science,209,6.3,Physical Science,221,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250087,Othman,Faisal,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,50,211,3.3,61,4,,,Life Science,202,6.4,Earth and Space Science,210,6.4,Physical Science,220,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250071,Pillai,Meera,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,37,225,3.1,90,0,,,Life Science,215,6.5,Earth and Space Science,220,6.0,Physical Science,237,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250072,Ramírez,Mateo,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,54,212,2.9,64,0,,,Life Science,217,6.0,Earth and Space Science,221,6.4,Physical Science,200,6.7,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250088,Rao,Aditi,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,32,190,3.1,11,4,,,Life Science,175,6.5,Earth and Space Science,194,6.6,Physical Science,196,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250079,Sabbagh,Lina,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,37,205,3.0,44,0,,,Life Science,198,6.2,Earth and Space Science,213,6.3,Physical Science,205,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250075,Siddiqui,Zara,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,38,239,3.2,99,0,,,Life Science,239,6.0,Earth and Space Science,243,6.4,Physical Science,235,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250074,Sokolov,Ilya,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,45,215,3.1,72,3,,,Life Science,204,6.5,Earth and Space Science,224,6.6,Physical Science,216,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250083,Walsh,Liam,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,16,197,4.0,24,31,,,Life Science,198,7.0,Earth and Space Science,199,6.9,Physical Science,193,6.8,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250085,Wong,Jun,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,39,195,3.3,20,3,,,Life Science,195,6.3,Earth and Space Science,192,6.1,Physical Science,198,6.4,,,,,,
